State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %,Comments
Colorado,2012,G,DOUGLAS,6304318231,"1,288",290,"1,578","1,223",77.50%,
Colorado,2012,G,DOUGLAS,6304318234,901,133,"1,034",863,83.46%,
Colorado,2012,G,DOUGLAS,6304318235,"1,492",290,"1,782","1,420",79.69%,
Colorado,2012,G,DOUGLAS,6304318236,"1,682",295,"1,977","1,591",80.48%,
Colorado,2012,G,DOUGLAS,6304318237,"1,231",165,"1,396","1,176",84.24%,
Colorado,2012,G,DOUGLAS,6304318238,"1,219",199,"1,418","1,166",82.23%,
Colorado,2012,G,DOUGLAS,6304318239,"1,456",254,"1,710","1,390",81.29%,
Colorado,2012,G,DOUGLAS,6304318240,"1,072",393,"1,465",976,66.62%,
Colorado,2012,G,DOUGLAS,6304318241,"1,157",275,"1,432","1,076",75.14%,
Colorado,2012,G,DOUGLAS,6304318242,918,256,"1,174",874,74.45%,
Colorado,2012,G,DOUGLAS,6304318244,"1,273",222,"1,495","1,186",79.33%,
Colorado,2012,G,DOUGLAS,6304318246,"1,376",276,"1,652","1,317",79.72%,
Colorado,2012,G,DOUGLAS,6304318248,910,179,"1,089",867,79.61%,
Colorado,2012,G,EAGLE,2052619001,165,78,243,156,64.20%,
Colorado,2012,G,EAGLE,2052619002,696,516,"1,212",685,56.52%,
Colorado,2012,G,EAGLE,2052619003,636,290,926,598,64.58%,
Colorado,2012,G,EAGLE,2052619011,561,316,877,482,54.96%,
Colorado,2012,G,EAGLE,2052619012,"1,046",628,"1,674",947,56.57%,
Colorado,2012,G,EAGLE,2052619013,734,335,"1,069",672,62.86%,
Colorado,2012,G,EAGLE,2052619014,582,338,920,582,63.26%,
Colorado,2012,G,EAGLE,2052619015,990,627,"1,617",856,52.94%,
Colorado,2012,G,EAGLE,2052619019,"1,111",460,"1,571","1,022",65.05%,
Colorado,2012,G,EAGLE,3052619004,822,203,"1,025",790,77.07%,
Colorado,2012,G,EAGLE,3052619005,"1,467",484,"1,951","1,381",70.78%,
Colorado,2012,G,EAGLE,3052619006,694,243,937,629,67.13%,
Colorado,2012,G,EAGLE,3052619007,"1,144",342,"1,486","1,069",71.94%,
Colorado,2012,G,EAGLE,3052619008,448,160,608,415,68.26%,
Colorado,2012,G,EAGLE,3052619009,715,242,957,665,69.49%,
Colorado,2012,G,EAGLE,3052619010,149,36,185,142,76.76%,
Colorado,2012,G,EAGLE,3052619016,555,105,660,546,82.73%,
Colorado,2012,G,EAGLE,3052619017,747,340,"1,087",711,65.41%,
Colorado,2012,G,EAGLE,3052619018,723,268,991,656,66.20%,
Colorado,2012,G,EAGLE,3052619020,"1,207",247,"1,454","1,149",79.02%,
Colorado,2012,G,EAGLE,3052619021,250,64,314,230,73.25%,
Colorado,2012,G,EAGLE,3052619022,"1,035",346,"1,381",899,65.10%,
Colorado,2012,G,EAGLE,3052619023,830,314,"1,144",745,65.12%,
Colorado,2012,G,EAGLE,3052619024,"1,166",381,"1,547","1,085",70.14%,
Colorado,2012,G,EAGLE,3052619025,"1,055",234,"1,289",987,76.57%,
Colorado,2012,G,EAGLE,3052619026,867,170,"1,037",801,77.24%,
Colorado,2012,G,EAGLE,3052619027,"1,408",295,"1,703","1,343",78.86%,
Colorado,2012,G,EAGLE,3052619028,784,254,"1,038",745,71.77%,
Colorado,2012,G,EAGLE,3052619029,"1,172",425,"1,597","1,082",67.75%,
Colorado,2012,G,EAGLE,3052619030,837,182,"1,019",774,75.96%,
Colorado,2012,G,EL PASO,5021821745,235,34,269,230,85.50%,
Colorado,2012,G,EL PASO,5021921452,"1,174",385,"1,559","1,077",69.08%,
Colorado,2012,G,EL PASO,5021921500,308,79,387,294,75.97%,
Colorado,2012,G,EL PASO,5021921501,846,253,"1,099",813,73.98%,
Colorado,2012,G,EL PASO,5021921502,693,210,903,658,72.87%,
Colorado,2012,G,EL PASO,5021921521,870,353,"1,223",796,65.09%,
Colorado,2012,G,EL PASO,5021921522,"1,075",350,"1,425","1,017",71.37%,
Colorado,2012,G,EL PASO,5021921523,940,255,"1,195",882,73.81%,
Colorado,2012,G,EL PASO,5021921524,"1,217",297,"1,514","1,168",77.15%,
Colorado,2012,G,EL PASO,5021921554,113,35,148,106,71.62%,
Colorado,2012,G,EL PASO,5021921560,933,344,"1,277",870,68.13%,
Colorado,2012,G,EL PASO,5021921653,187,38,225,180,80.00%,
Colorado,2012,G,EL PASO,5021921828,388,134,522,387,74.14%,
Colorado,2012,G,EL PASO,5022021740,"1,609",437,"2,046","1,558",76.15%,
Colorado,2012,G,EL PASO,5022121632,705,313,"1,018",601,59.04%,
Colorado,2012,G,EL PASO,5022121639,"1,944",808,"2,752","1,732",62.94%,
Colorado,2012,G,EL PASO,5022121652,587,141,728,557,76.51%,
Colorado,2012,G,EL PASO,5022121801,849,366,"1,215",694,57.12%,
Colorado,2012,G,EL PASO,5022121802,"2,309","1,097","3,406","2,025",59.45%,
Colorado,2012,G,EL PASO,5022121803,"2,123",873,"2,996","1,832",61.15%,
Colorado,2012,G,EL PASO,5022121804,"1,991",797,"2,788","1,807",64.81%,
Colorado,2012,G,EL PASO,5022121839,775,243,"1,018",684,67.19%,
Colorado,2012,G,EL PASO,5091421215,"2,138",553,"2,691","2,050",76.18%,
Colorado,2012,G,EL PASO,5091421216,"1,997",502,"2,499","1,890",75.63%,
Colorado,2012,G,EL PASO,5091421217,"2,012",472,"2,484","1,907",76.77%,
Colorado,2012,G,EL PASO,5091421220,"2,435",491,"2,926","2,284",78.06%,
Colorado,2012,G,EL PASO,5091421230,"1,982",394,"2,376","1,895",79.76%,
Colorado,2012,G,EL PASO,5091421231,"1,974",521,"2,495","1,878",75.27%,
Colorado,2012,G,EL PASO,5091421232,"1,671",443,"2,114","1,579",74.69%,
Colorado,2012,G,EL PASO,5091421233,"1,491",323,"1,814","1,405",77.45%,
Colorado,2012,G,EL PASO,5091421236,"1,636",597,"2,233","1,536",68.79%,
Colorado,2012,G,EL PASO,5091421237,"1,520",497,"2,017","1,422",70.50%,
Colorado,2012,G,EL PASO,5091421238,"2,041",659,"2,700","1,945",72.04%,
Colorado,2012,G,EL PASO,5091521445,797,80,877,746,85.06%,
Colorado,2012,G,EL PASO,5091821107,"1,261",608,"1,869","1,113",59.55%,
Colorado,2012,G,EL PASO,5091821108,"1,090",215,"1,305","1,035",79.31%,
Colorado,2012,G,EL PASO,5091821109,196,55,251,200,79.68%,
Colorado,2012,G,EL PASO,5091921210,"2,054",451,"2,505","1,980",79.04%,
Colorado,2012,G,EL PASO,5091921211,"1,967",477,"2,444","1,894",77.50%,
Colorado,2012,G,EL PASO,5091921212,"1,526",280,"1,806","1,488",82.39%,
Colorado,2012,G,EL PASO,5091921213,999,167,"1,166",985,84.48%,
Colorado,2012,G,EL PASO,5091921214,"1,495",274,"1,769","1,438",81.29%,
Colorado,2012,G,EL PASO,5091921218,893,180,"1,073",882,82.20%,
Colorado,2012,G,EL PASO,5091921219,"1,122",223,"1,345","1,096",81.49%,
Colorado,2012,G,EL PASO,5091921303,"1,779",429,"2,208","1,705",77.22%,
Colorado,2012,G,EL PASO,5091921310,"1,969",437,"2,406","1,884",78.30%,
Colorado,2012,G,EL PASO,5091921311,"1,886",340,"2,226","1,828",82.12%,
Colorado,2012,G,EL PASO,5091921312,"1,917",319,"2,236","1,818",81.31%,
Colorado,2012,G,EL PASO,5091921313,"1,067",208,"1,275","1,035",81.18%,
Colorado,2012,G,EL PASO,5091921314,"1,769",377,"2,146","1,686",78.56%,
Colorado,2012,G,EL PASO,5091921315,"1,387",291,"1,678","1,358",80.93%,
Colorado,2012,G,EL PASO,5091921316,"1,974",331,"2,305","1,892",82.08%,
Colorado,2012,G,EL PASO,5091921320,"1,644",304,"1,948","1,623",83.32%,
Colorado,2012,G,EL PASO,5091921321,"1,188",206,"1,394","1,132",81.21%,
Colorado,2012,G,EL PASO,5091921322,"1,177",216,"1,393","1,122",80.55%,
Colorado,2012,G,EL PASO,5091921440,"1,813",346,"2,159","1,744",80.78%,
Colorado,2012,G,EL PASO,5091921441,"2,214",535,"2,749","2,079",75.63%,
Colorado,2012,G,EL PASO,5091921442,"1,827",393,"2,220","1,700",76.58%,
Colorado,2012,G,EL PASO,5091921443,"2,040",643,"2,683","1,924",71.71%,
Colorado,2012,G,EL PASO,5091921444,"1,946",555,"2,501","1,809",72.33%,
Colorado,2012,G,EL PASO,5091921525,181,45,226,177,78.32%,
Colorado,2012,G,EL PASO,5092021101,"1,975",555,"2,530","1,877",74.19%,
Colorado,2012,G,EL PASO,5092021102,"1,545",281,"1,826","1,491",81.65%,
Colorado,2012,G,EL PASO,5092021103,"1,890",504,"2,394","1,777",74.23%,
Colorado,2012,G,EL PASO,5092021104,"2,026",694,"2,720","1,876",68.97%,
Colorado,2012,G,EL PASO,5092021105,"1,767",286,"2,053","1,666",81.15%,
Colorado,2012,G,EL PASO,5092021106,"2,191",835,"3,026","1,990",65.76%,
Colorado,2012,G,EL PASO,5092021200,427,504,931,314,33.73%,
Colorado,2012,G,EL PASO,5092021201,"1,689",237,"1,926","1,610",83.59%,
Colorado,2012,G,EL PASO,5092021202,"1,787",361,"2,148","1,715",79.84%,
Colorado,2012,G,EL PASO,5092021203,"1,748",341,"2,089","1,684",80.61%,
Colorado,2012,G,EL PASO,5092021204,"1,970",349,"2,319","1,910",82.36%,
Colorado,2012,G,EL PASO,5092021205,"1,856",503,"2,359","1,763",74.74%,
Colorado,2012,G,EL PASO,5092021206,"1,708",484,"2,192","1,616",73.72%,
Colorado,2012,G,EL PASO,5092021207,"1,794",451,"2,245","1,705",75.95%,
Colorado,2012,G,EL PASO,5092021301,733,110,843,735,87.19%,
Colorado,2012,G,EL PASO,5092021302,"1,507",480,"1,987","1,478",74.38%,
Colorado,2012,G,EL PASO,5092021741,420,73,493,393,79.72%,
Colorado,2012,G,EL PASO,5101421141,"1,840",767,"2,607","1,724",66.13%,
Colorado,2012,G,EL PASO,5101421142,"1,852",738,"2,590","1,711",66.06%,
Colorado,2012,G,EL PASO,5101421143,"2,227",693,"2,920","2,135",73.12%,
Colorado,2012,G,EL PASO,5101421144,"1,229",347,"1,576","1,179",74.81%,
Colorado,2012,G,EL PASO,5101421145,"1,587",501,"2,088","1,509",72.27%,
Colorado,2012,G,EL PASO,5101421146,"2,076",731,"2,807","2,006",71.46%,
Colorado,2012,G,EL PASO,5101421234,"1,635",455,"2,090","1,564",74.83%,
Colorado,2012,G,EL PASO,5101421235,"2,077",634,"2,711","1,949",71.89%,
Colorado,2012,G,EL PASO,5101421239,"1,703",568,"2,271","1,613",71.03%,
Colorado,2012,G,EL PASO,5101421240,"1,967",684,"2,651","1,811",68.31%,
Colorado,2012,G,EL PASO,5101421241,"1,135",381,"1,516","1,046",69.00%,
Colorado,2012,G,EL PASO,5101421242,"2,077",765,"2,842","1,924",67.70%,
Colorado,2012,G,EL PASO,5101421243,"1,473",634,"2,107","1,365",64.78%,
Colorado,2012,G,EL PASO,5101521159,346,72,418,321,76.79%,
Colorado,2012,G,EL PASO,5101521401,"2,031",798,"2,829","1,902",67.23%,
Colorado,2012,G,EL PASO,5101521402,"2,003",864,"2,867","1,868",65.16%,
Colorado,2012,G,EL PASO,5101521403,"2,353",613,"2,966","2,158",72.76%,
Colorado,2012,G,EL PASO,5101521404,"1,499",763,"2,262","1,390",61.45%,
Colorado,2012,G,EL PASO,5101521405,"1,696",495,"2,191","1,573",71.79%,
Colorado,2012,G,EL PASO,5101521406,"1,539",651,"2,190","1,434",65.48%,
Colorado,2012,G,EL PASO,5101621120,"1,776",492,"2,268","1,664",73.37%,
Colorado,2012,G,EL PASO,5101621121,"1,038",370,"1,408",932,66.19%,
Colorado,2012,G,EL PASO,5101621122,"1,446",768,"2,214","1,207",54.52%,
Colorado,2012,G,EL PASO,5101621123,"2,120",711,"2,831","1,910",67.47%,
Colorado,2012,G,EL PASO,5101621124,"1,602",458,"2,060","1,478",71.75%,
Colorado,2012,G,EL PASO,5101621125,"1,994",563,"2,557","1,884",73.68%,
Colorado,2012,G,EL PASO,5101621126,"1,607",549,"2,156","1,439",66.74%,
Colorado,2012,G,EL PASO,5101621127,"2,056",472,"2,528","1,911",75.59%,
Colorado,2012,G,EL PASO,5101621128,"1,813",261,"2,074","1,732",83.51%,
Colorado,2012,G,EL PASO,5101621129,"2,056",945,"3,001","1,787",59.55%,
Colorado,2012,G,EL PASO,5101621130,"1,942",564,"2,506","1,819",72.59%,
Colorado,2012,G,EL PASO,5101621131,"1,658",415,"2,073","1,554",74.96%,
Colorado,2012,G,EL PASO,5101621140,"1,795",506,"2,301","1,672",72.66%,
Colorado,2012,G,EL PASO,5101621147,839,370,"1,209",778,64.35%,
Colorado,2012,G,EL PASO,5101621148,"1,443",476,"1,919","1,335",69.57%,
Colorado,2012,G,EL PASO,5101621149,"1,870",495,"2,365","1,777",75.14%,
Colorado,2012,G,EL PASO,5101621150,"1,840",356,"2,196","1,773",80.74%,
Colorado,2012,G,EL PASO,5101621151,"1,580",405,"1,985","1,515",76.32%,
Colorado,2012,G,EL PASO,5101621152,"2,221",956,"3,177","1,997",62.86%,
Colorado,2012,G,EL PASO,5101621153,"1,864",494,"2,358","1,785",75.70%,
Colorado,2012,G,EL PASO,5101621154,"2,257","1,347","3,604","2,022",56.10%,
Colorado,2012,G,EL PASO,5101621157,"1,360",440,"1,800","1,279",71.06%,
Colorado,2012,G,EL PASO,5101621160,"1,537",440,"1,977","1,404",71.02%,
Colorado,2012,G,EL PASO,5101621175,"1,731",591,"2,322","1,627",70.07%,
Colorado,2012,G,EL PASO,5101821171,"1,154",241,"1,395","1,077",77.20%,
Colorado,2012,G,EL PASO,5101821174,"1,678",621,"2,299","1,544",67.16%,
Colorado,2012,G,EL PASO,5101821181,174,53,227,158,69.60%,
Colorado,2012,G,EL PASO,5111721182,"1,257",520,"1,777","1,085",61.06%,
Colorado,2012,G,EL PASO,5111721183,"2,131",930,"3,061","1,810",59.13%,
Colorado,2012,G,EL PASO,5111721184,"2,358","1,379","3,737","1,845",49.37%,
Colorado,2012,G,EL PASO,5111721190,"1,379",781,"2,160","1,142",52.87%,
Colorado,2012,G,EL PASO,5111721193,923,490,"1,413",762,53.93%,
Colorado,2012,G,EL PASO,5111721194,818,411,"1,229",673,54.76%,
Colorado,2012,G,EL PASO,5111721610,872,504,"1,376",669,48.62%,
Colorado,2012,G,EL PASO,5111721611,"2,950","1,653","4,603","2,239",48.64%,
Colorado,2012,G,EL PASO,5111721612,"2,353","1,134","3,487","1,924",55.18%,
Colorado,2012,G,EL PASO,5111721613,"2,183",983,"3,166","1,905",60.17%,
Colorado,2012,G,EL PASO,5111721620,"2,700","1,496","4,196","2,222",52.96%,
Colorado,2012,G,EL PASO,5111721621,"2,532","1,259","3,791","2,118",55.87%,
Colorado,2012,G,EL PASO,5111721622,"2,496","1,278","3,774","2,106",55.80%,
Colorado,2012,G,EL PASO,5111721623,"2,225","1,097","3,322","1,922",57.86%,
Colorado,2012,G,EL PASO,5111821110,"1,931",696,"2,627","1,761",67.03%,
Colorado,2012,G,EL PASO,5111821111,"1,854",690,"2,544","1,670",65.64%,
Colorado,2012,G,EL PASO,5111821112,"1,931",737,"2,668","1,730",64.84%,
Colorado,2012,G,EL PASO,5111821113,"1,927",696,"2,623","1,757",66.98%,
Colorado,2012,G,EL PASO,5111821114,"2,073",749,"2,822","1,917",67.93%,
Colorado,2012,G,EL PASO,5111821170,"1,946",560,"2,506","1,813",72.35%,
Colorado,2012,G,EL PASO,5111821172,"2,002",512,"2,514","1,902",75.66%,
Colorado,2012,G,EL PASO,5111821173,"2,094",671,"2,765","1,956",70.74%,
Colorado,2012,G,EL PASO,5111821176,"2,645","1,729","4,374","2,154",49.25%,
Colorado,2012,G,EL PASO,5111821177,"2,714","1,570","4,284","2,198",51.31%,
Colorado,2012,G,EL PASO,5111821178,"2,442",960,"3,402","2,148",63.14%,
Colorado,2012,G,EL PASO,5111821179,"2,203",967,"3,170","1,936",61.07%,
Colorado,2012,G,EL PASO,5111821180,"2,582","1,377","3,959","2,227",56.25%,
Colorado,2012,G,EL PASO,5111821742,"1,081",375,"1,456","1,006",69.09%,
Colorado,2012,G,EL PASO,5111821743,"1,164",395,"1,559","1,102",70.69%,
Colorado,2012,G,EL PASO,5111821744,"1,096",211,"1,307","1,019",77.96%,
Colorado,2012,G,EL PASO,5112021601,"2,056","1,046","3,102","1,694",54.61%,
Colorado,2012,G,EL PASO,5121521158,"1,929",593,"2,522","1,804",71.53%,
Colorado,2012,G,EL PASO,5121521161,"1,433",259,"1,692","1,364",80.61%,
Colorado,2012,G,EL PASO,5121521162,"1,538",346,"1,884","1,458",77.39%,
Colorado,2012,G,EL PASO,5121521191,"1,527",473,"2,000","1,432",71.60%,
Colorado,2012,G,EL PASO,5121521192,"1,936",694,"2,630","1,770",67.30%,
Colorado,2012,G,EL PASO,5121521195,"2,384","1,429","3,813","2,061",54.05%,
Colorado,2012,G,EL PASO,5121521410,"1,966",595,"2,561","1,866",72.86%,
Colorado,2012,G,EL PASO,5121521411,"1,783",582,"2,365","1,671",70.66%,
Colorado,2012,G,EL PASO,5121521412,"2,103",792,"2,895","1,958",67.63%,
Colorado,2012,G,EL PASO,5121521413,"1,973",762,"2,735","1,851",67.68%,
Colorado,2012,G,EL PASO,5121521414,"1,496",537,"2,033","1,404",69.06%,
Colorado,2012,G,EL PASO,5121521415,"1,505",632,"2,137","1,369",64.06%,
Colorado,2012,G,EL PASO,5121521420,"2,106",783,"2,889","1,903",65.87%,
Colorado,2012,G,EL PASO,5121521650,"1,081",463,"1,544",997,64.57%,
Colorado,2012,G,EL PASO,5121621155,"1,079",353,"1,432","1,005",70.18%,
Colorado,2012,G,EL PASO,5121621156,849,213,"1,062",806,75.89%,
Colorado,2012,G,EL PASO,5121721631,379,217,596,312,52.35%,
Colorado,2012,G,EL PASO,5121821115,792,303,"1,095",732,66.85%,
Colorado,2012,G,EL PASO,5121821721,963,124,"1,087",928,85.37%,
Colorado,2012,G,EL PASO,5121821722,"1,496",265,"1,761","1,439",81.71%,
Colorado,2012,G,EL PASO,5121821723,"2,085",686,"2,771","1,921",69.33%,
Colorado,2012,G,EL PASO,5121821724,"1,713",757,"2,470","1,566",63.40%,
Colorado,2012,G,EL PASO,5121921451,979,245,"1,224",917,74.92%,
Colorado,2012,G,EL PASO,5121921453,"1,258",342,"1,600","1,195",74.69%,
Colorado,2012,G,EL PASO,5121921651,424,63,487,356,73.10%,
Colorado,2012,G,EL PASO,5122021602,"1,116",270,"1,386","1,043",75.25%,
Colorado,2012,G,EL PASO,5122021603,989,457,"1,446",855,59.13%,
Colorado,2012,G,EL PASO,5122021604,"2,373","1,410","3,783","2,073",54.80%,
Colorado,2012,G,EL PASO,5122021725,"1,484",376,"1,860","1,370",73.66%,
Colorado,2012,G,EL PASO,5122021726,"1,134",146,"1,280","1,078",84.22%,
Colorado,2012,G,EL PASO,5122021727,"1,401",220,"1,621","1,338",82.54%,
Colorado,2012,G,EL PASO,5122021728,"1,760",349,"2,109","1,694",80.32%,
Colorado,2012,G,EL PASO,5122021729,"1,876",371,"2,247","1,794",79.84%,
Colorado,2012,G,EL PASO,5122021730,"2,023",514,"2,537","1,863",73.43%,
Colorado,2012,G,EL PASO,5122121633,"2,267",843,"3,110","2,107",67.75%,
Colorado,2012,G,EL PASO,5122121634,"2,067",709,"2,776","1,909",68.77%,
Colorado,2012,G,EL PASO,5122121635,"1,362",453,"1,815","1,275",70.25%,
Colorado,2012,G,EL PASO,5122121636,"1,520",610,"2,130","1,400",65.73%,
Colorado,2012,G,EL PASO,5122121637,"1,948",679,"2,627","1,737",66.12%,
Colorado,2012,G,EL PASO,5122121638,"1,799",609,"2,408","1,666",69.19%,
Colorado,2012,G,EL PASO,5122121640,"2,147",822,"2,969","1,997",67.26%,
Colorado,2012,G,EL PASO,5122121641,"2,351",736,"3,087","2,125",68.84%,
Colorado,2012,G,EL PASO,5122121800,"1,802","1,668","3,470",902,25.99%,
Colorado,2012,G,ELBERT,4016420001,663,301,964,631,65.46%,
Colorado,2012,G,ELBERT,4016420002,419,114,533,391,73.36%,
Colorado,2012,G,ELBERT,4016420003,674,218,892,658,73.77%,
Colorado,2012,G,ELBERT,4016420004,472,115,587,460,78.36%,
Colorado,2012,G,ELBERT,4016420005,600,156,756,557,73.68%,
Colorado,2012,G,ELBERT,4016420006,382,74,456,344,75.44%,
Colorado,2012,G,ELBERT,4016420007,"1,213",286,"1,499","1,168",77.92%,
Colorado,2012,G,ELBERT,4016420008,"1,050",310,"1,360","1,045",76.84%,
Colorado,2012,G,ELBERT,4016420009,986,349,"1,335",948,71.01%,
Colorado,2012,G,ELBERT,4016420010,992,231,"1,223",945,77.27%,
Colorado,2012,G,ELBERT,4016420011,615,134,749,591,78.91%,
Colorado,2012,G,ELBERT,4016420012,"1,114",230,"1,344","1,067",79.39%,
Colorado,2012,G,ELBERT,4016420013,916,275,"1,191",884,74.22%,
Colorado,2012,G,ELBERT,4016420014,903,246,"1,149",873,75.98%,
Colorado,2012,G,ELBERT,4016420015,748,189,937,722,77.05%,
Colorado,2012,G,ELBERT,4016420016,998,243,"1,241",980,78.97%,
Colorado,2012,G,ELBERT,4016420017,"1,222",297,"1,519","1,201",79.07%,
Colorado,2012,G,ELBERT,4016420018,845,234,"1,079",809,74.98%,
Colorado,2012,G,FREMONT,5024722001,762,339,"1,101",729,66.21%,
Colorado,2012,G,FREMONT,5024722002,869,468,"1,337",846,63.28%,
Colorado,2012,G,FREMONT,5024722003,899,334,"1,233",870,70.56%,
Colorado,2012,G,FREMONT,5024722025,173,81,254,158,62.20%,
Colorado,2012,G,FREMONT,5024722026,390,134,524,384,73.28%,
Colorado,2012,G,FREMONT,5024722028,220,97,317,210,66.25%,
Colorado,2012,G,FREMONT,5026022004,741,450,"1,191",685,57.51%,
Colorado,2012,G,FREMONT,5026022005,554,364,918,507,55.23%,
Colorado,2012,G,FREMONT,5026022006,526,288,814,486,59.71%,
Colorado,2012,G,FREMONT,5026022007,"1,146",650,"1,796","1,067",59.41%,
Colorado,2012,G,FREMONT,5026022008,652,307,959,612,63.82%,
Colorado,2012,G,FREMONT,5026022009,"1,064",347,"1,411","1,011",71.65%,
Colorado,2012,G,FREMONT,5026022010,653,247,900,621,69.00%,
Colorado,2012,G,FREMONT,5026022011,"1,825",702,"2,527","1,726",68.30%,
Colorado,2012,G,FREMONT,5026022012,655,489,"1,144",586,51.22%,
Colorado,2012,G,FREMONT,5026022013,826,479,"1,305",765,58.62%,
Colorado,2012,G,FREMONT,5026022014,683,331,"1,014",639,63.02%,
Colorado,2012,G,FREMONT,5026022015,569,239,808,535,66.21%,
Colorado,2012,G,FREMONT,5026022016,726,301,"1,027",682,66.41%,
Colorado,2012,G,FREMONT,5026022017,677,346,"1,023",630,61.58%,
Colorado,2012,G,FREMONT,5026022018,857,404,"1,261",800,63.44%,
Colorado,2012,G,FREMONT,5026022019,"1,552",858,"2,410","1,419",58.88%,
Colorado,2012,G,FREMONT,5026022020,"1,090",538,"1,628",992,60.93%,
Colorado,2012,G,FREMONT,5026022021,548,173,721,516,71.57%,
Colorado,2012,G,FREMONT,5026022022,"1,131",500,"1,631","1,053",64.56%,
Colorado,2012,G,FREMONT,5026022023,345,128,473,313,66.17%,
Colorado,2012,G,FREMONT,5026022024,593,253,846,567,67.02%,
Colorado,2012,G,FREMONT,5026022027,189,96,285,187,65.61%,
Colorado,2012,G,FREMONT,5026022029,464,147,611,450,73.65%,
Colorado,2012,G,FREMONT,5026022030,611,281,892,573,64.24%,
Colorado,2012,G,GARFIELD,3085723001,935,309,"1,244",854,68.65%,
Colorado,2012,G,GARFIELD,3085723002,"1,693",380,"2,073","1,587",76.56%,
Colorado,2012,G,GARFIELD,3085723003,"1,174",341,"1,515","1,081",71.35%,
Colorado,2012,G,GARFIELD,3085723004,"1,367",306,"1,673","1,307",78.12%,
Colorado,2012,G,GARFIELD,3085723005,"1,206",429,"1,635","1,149",70.28%,
Colorado,2012,G,GARFIELD,3085723006,845,335,"1,180",801,67.88%,
Colorado,2012,G,GARFIELD,3085723007,727,280,"1,007",693,68.82%,
Colorado,2012,G,GARFIELD,3085723008,823,323,"1,146",767,66.93%,
Colorado,2012,G,GARFIELD,3085723009,903,330,"1,233",870,70.56%,
Colorado,2012,G,GARFIELD,3085723010,"1,280",330,"1,610","1,247",77.45%,
Colorado,2012,G,GARFIELD,3085723011,830,226,"1,056",817,77.37%,
Colorado,2012,G,GARFIELD,3085723012,992,391,"1,383",926,66.96%,
Colorado,2012,G,GARFIELD,3085723013,550,264,814,524,64.37%,
Colorado,2012,G,GARFIELD,3085723014,791,290,"1,081",740,68.46%,
Colorado,2012,G,GARFIELD,3085723015,"1,630",524,"2,154","1,562",72.52%,
Colorado,2012,G,GARFIELD,3085723016,"1,224",418,"1,642","1,189",72.41%,
Colorado,2012,G,GARFIELD,3085723017,"1,005",351,"1,356",979,72.20%,
Colorado,2012,G,GARFIELD,3085723018,602,129,731,577,78.93%,
Colorado,2012,G,GARFIELD,3085723019,"1,112",383,"1,495","1,031",68.96%,
Colorado,2012,G,GARFIELD,3085723020,"1,030",368,"1,398",963,68.88%,
Colorado,2012,G,GARFIELD,3085723021,"1,104",399,"1,503","1,039",69.13%,
Colorado,2012,G,GARFIELD,3085723022,826,447,"1,273",732,57.50%,
Colorado,2012,G,GARFIELD,3085723023,793,392,"1,185",712,60.08%,
Colorado,2012,G,GARFIELD,3085723024,433,108,541,413,76.34%,
Colorado,2012,G,GARFIELD,3085723025,410,248,658,391,59.42%,
Colorado,2012,G,GARFIELD,3085723026,"1,013",392,"1,405",953,67.83%,
Colorado,2012,G,GARFIELD,3085723027,786,499,"1,285",695,54.09%,
Colorado,2012,G,GILPIN,2161324001,567,181,748,707,94.52%,
Colorado,2012,G,GILPIN,2161324002,601,151,752,494,65.69%,
Colorado,2012,G,GILPIN,2161324003,736,288,"1,024",694,67.77%,
Colorado,2012,G,GILPIN,2161324004,539,265,804,519,64.55%,
Colorado,2012,G,GILPIN,2161324005,558,254,812,521,64.16%,
Colorado,2012,G,GILPIN,2161324006,663,287,950,438,46.11%,
Colorado,2012,G,GRAND,2081325001,688,256,944,631,66.84%,
Colorado,2012,G,GRAND,2081325002,984,366,"1,350",936,69.33%,
Colorado,2012,G,GRAND,2081325003,"1,179",479,"1,658","1,091",65.80%,
Colorado,2012,G,GRAND,2081325004,559,248,807,517,64.06%,
Colorado,2012,G,GRAND,2081325005,796,317,"1,113",747,67.12%,
Colorado,2012,G,GRAND,2081325006,509,275,784,493,62.88%,
Colorado,2012,G,GRAND,2081325007,796,429,"1,225",739,60.33%,
Colorado,2012,G,GRAND,2081325008,597,202,799,548,68.59%,
Colorado,2012,G,GRAND,2081325009,519,215,734,483,65.80%,
Colorado,2012,G,GRAND,2081325010,702,222,924,641,69.37%,
Colorado,2012,G,GRAND,2081325011,543,204,747,506,67.74%,
Colorado,2012,G,GRAND,2081325012,788,236,"1,024",808,78.91%,
Colorado,2012,G,GUNNISON,3055926008,652,234,886,640,72.23%,
Colorado,2012,G,GUNNISON,3055926009,707,320,"1,027",684,66.60%,
Colorado,2012,G,GUNNISON,3055926010,511,502,"1,013",423,41.76%,
Colorado,2012,G,GUNNISON,3055926012,194,75,269,190,70.63%,
Colorado,2012,G,GUNNISON,3055926013,"1,013",332,"1,345",969,72.04%,
Colorado,2012,G,GUNNISON,3055926014,821,557,"1,378",782,56.75%,
Colorado,2012,G,GUNNISON,3055926015,417,346,763,395,51.77%,
Colorado,2012,G,GUNNISON,3056126001,85,60,145,72,49.66%,
